q,ticker,dt,climate_risks,climate_risk_count,returns_6m
2021-Q3,UAL,2021-10-20 10:30:00,,0,36.42910293035782
2021-Q3,UHS,2021-10-26 09:00:00,,0,30.954410987735173
2022-Q2,VFC,2021-10-22 08:30:00,"1. ""We've seen significant disruptions in our supply chain due to extreme weather events, which have led to increased costs and delays in production."" (Negative sentiment: disruptions, increased costs, and delays)###2. ""The rising frequency of natural disasters has negatively impacted our operations, resulting in property damage and lost revenue."" (Negative sentiment: rising frequency, natural disasters, property damage, and lost revenue)###3. ""Climate change-related regulatory changes pose a threat to our industry, potentially leading to increased operational costs and reduced profitability."" (Negative sentiment: threat, increased operational costs, and reduced profitability)###4. ""Our company's carbon footprint has been under scrutiny by environmental groups, which could harm our reputation and customer loyalty."" (Negative sentiment: scrutiny, harm to reputation, and customer loyalty)###5. ""Investors are increasingly concerned about the long-term risks associated with climate change, which may affect our ability to secure funding."" (Negative sentiment: concern, long-term risks, and potential impact on funding){}",5,-21.607637436274636
2022-Q4,WFC,2023-01-13 12:00:00,"1. ""We're seeing more extreme weather events, which is impacting our operations and supply chain.""###2. ""The increasing frequency of natural disasters due to climate change is causing significant disruptions in our business.""###3. ""Rising sea levels and increased flooding pose a threat to our coastal facilities and infrastructure.""###4. ""Climate change-related regulation and policy changes may result in additional costs for our company.""###5. ""Our industry is under increasing scrutiny for its contribution to greenhouse gas emissions, which could lead to reputational damage.""{}",5,39.47329757296157
2021-Q3,WHR,2021-10-22 08:00:00,"1. ""We're seeing more extreme weather events, which is impacting our operations and supply chain.""###2. ""The increasing frequency of natural disasters due to climate change is causing significant disruptions to our business.""###3. ""Rising sea levels and coastal erosion pose a threat to our infrastructure and facilities.""###4. ""Climate change-related regulation and policy changes may result in additional costs for our company.""###5. ""Our industry is one of the largest contributors to greenhouse gas emissions, and we recognize the need to reduce our carbon footprint.""{}",5,-11.376219726175718
2023-Q3,WMT,2022-11-15 08:00:00,"1. ""We've seen significant weather events in several regions, which have led to production disruptions and increased costs.""###2. ""The increasing frequency of extreme weather conditions is causing concerns for our supply chain and infrastructure.""###3. ""Climate change continues to pose risks to our operations, and we are taking steps to mitigate these risks.""###4. ""Unpredictable weather patterns are impacting our ability to plan and execute projects effectively.""###5. ""Rising sea levels and severe storms are threatening our coastal facilities, leading to potential operational disruptions.""###6. ""Increased regulatory focus on emissions and environmental standards is adding pressure on our business.""###7. ""The transition to a low-carbon economy presents both challenges and opportunities for our company.""###8. ""Our industry is under scrutiny for its contribution to greenhouse gas emissions, and we must address this issue proactively.""{}",8,15.631531830535497
2022-Q1,WRK,2022-02-03 08:30:00,,0,39.55109153478225
2021-Q2,XEL,2021-07-29 10:00:00,"1. ""We've seen significant impacts from climate change in our operations, particularly in our agriculture segment.""###2. ""Unpredictable weather patterns have caused disruptions in our supply chain and increased costs for mitigation efforts.""###3. ""The increasing frequency of extreme weather events has led to crop failures and reduced yields, affecting our overall profitability.""###4. ""Our infrastructure is also at risk due to rising sea levels and increased flooding, which could result in costly repairs and downtime.""###5. ""Climate change poses a significant threat to our business model, and we urgently need to adapt and invest in more resilient systems.""{}",5,-3.9420631314724615
2020-Q2,XLNX,2019-10-23 17:00:00,"1. ""We are facing increased challenges due to extreme weather events and other climate-related risks.""###2. ""The ongoing uncertainty surrounding climate policies is affecting our operations and investments.""###3. ""Our company's exposure to climate risks has led to significant financial losses in recent years.""###4. ""Despite our efforts to mitigate climate risks, we continue to experience negative impacts on our supply chain.""###5. ""Climate change poses a significant threat to our long-term business strategy and sustainability goals.""###6. ""The increasing frequency of natural disasters associated with climate change is causing operational disruptions and additional costs.""###7. ""We are concerned about the potential regulatory changes and litigation risks related to climate change.""###8. ""The transition to a low-carbon economy presents both opportunities and challenges for our industry, and we are actively working to address these risks.""{}",8,
2022-Q2,XYL,2022-08-02 09:00:00,,0,37.11769431760281
2022-Q2,YUM,2022-08-03 08:15:00,"1. ""We're seeing more extreme weather events, which are having an impact on our operations and supply chain.""###2. ""The increasing frequency of natural disasters is causing significant disruptions to our business.""###3. ""Climate change is leading to increased regulatory pressure and potential financial risks for our company.""###4. ""Our industry is facing growing scrutiny over its contribution to greenhouse gas emissions, and we need to take action to address this issue.""###5. ""The transition to a low-carbon economy presents both challenges and opportunities for our company, and we must adapt accordingly.""{}",5,9.206258084953413
